,Unnamed: 0,start station id,start station name,start station latitude,start station longitude,covid_cases,trip count,tripduration_sum(mins),tripduration_mean(mins),usertype_member_count,geometry
1761,1761,5115.01,Onderdonk Ave & Dekalb Ave,40.70863,-73.91497,0.11897674599473917,0.029691553761891035,103023.3004,28029.0687,5059.0,POINT (-73.91497 40.70863)
1762,1762,5115.05,Willoughby Ave & Onderdonk Ave,40.7098,-73.91727,0.12051165160067752,0.034059607315588866,112892.2667,26382.0138,5993.0,POINT (-73.91727 40.7098)
1763,1763,5117.05,Stagg St & Union Ave,40.70877,-73.950952,0.1276196878886131,0.221053137311425,758628.9503,79191.6671,39749.0,POINT (-73.950952 40.70877)
1764,1764,5123.07,Stewart Ave & Johnson Ave,40.70869,-73.92587,0.10246067053936704,0.038888088145799304,161473.816,32557.2143,5882.0,POINT (-73.92587 40.70869)
1765,1765,5125.03,S 5 Pl & S 5 St,40.710451,-73.960876,0.17320214364372608,0.4321370231574902,1940606.6194,125217.5305,73158.0,POINT (-73.960876 40.710451)
1766,1766,5125.07,Broadway & Roebling St,40.709248,-73.960631,0.10649125129652265,0.17116283911469843,633431.1875,73303.0744,29333.0,POINT (-73.96063100000001 40.709248)
1767,1767,5128.04,Catherine St & Monroe St,40.711174,-73.996826,0.18727726816956128,0.17506646167643572,612634.3999,54181.4005,37264.0,POINT (-73.996826 40.711174)
1768,1768,5137.1,Spruce St & Nassau St,40.711463,-74.005524,0.258124786139497,0.23472582556612537,990560.0151,88537.2284,42445.0,POINT (-74.00552399999999 40.711463)
1769,1769,5137.11,Fulton St & William St,40.709559,-74.006536,0.24515755415853077,0.24409051599884693,964992.4165,80679.2666,47573.0,POINT (-74.006536 40.709559)
1770,1770,5137.13,Spruce St & Gold St,40.710323,-74.004322,0.1210084608034307,0.086840588065725,366389.9014,47792.7722,16505.0,POINT (-74.004322 40.710323)
1771,1771,5140.06,Bushwick Ave & Stagg St,40.709897,-73.94008,0.053696492643865945,0.042523461772524904,156400.7336,29508.8673,6958.0,POINT (-73.94007999999999 40.709897)
